Category,Subcategory,Scope,Rank,Player,Value,Context,IsActive
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Carly & Emma",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Emma & Rachel F",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Richie & Sam",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ian & Ryan",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Jack C & Richie",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Brittany & Rachel F",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Dan & Ian",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ian & Nick",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Luke & Michael",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Luke & Richie",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Austin & Ryan",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Allie & Luke",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Luke & Nick",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Allie & Ashley",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ashley & Josh",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Luke & Ryan",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Josh & Rachel M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Luke & Tyler",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack M & Ryan",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Carly & Josh",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Carly & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Josh & Tyler",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Nick & Rachel M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Rachel F & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Richie & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack M & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Carly & Dan",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Cody & Richie",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Nick & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Sam & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Cody & Josh",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ian & Jack M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Emma & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ryan & Tyler",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack M & Josh",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ian & Rachel M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ian & Richie",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Cody & Rachel F",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ryan & Sam",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ashley & Emma",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Cody & Michael",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Emma & Sam",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Carly & Jack M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ian & Tyler",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack C & Ryan",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Brittany & Cody",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Cody & Nick",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack C & Michael",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack C & Steve",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Austin & Brittany",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ashley & Ian",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Brittany & Richie",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Austin & Emma",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Ian & Jack C",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Jack C & Sam",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Nick & Tyler",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Carly & Rachel M",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Dan & Jack C",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Austin & Cody",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",93,"Brittany & Carly",3,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brian & Ryan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Becca & Luke",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Becca & Michael",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Austin & Luke",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Luke & Rachel F",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Becca & Dan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Becca & Rachel F",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Michael",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Rachel F",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Josh & Steve",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Richie",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Luke & Steve",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Michael & Rachel F",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Rachel F & Rachel M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Austin & Steve",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Jack M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Carly & Ryan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Dan & Rachel M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Cody",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Allie & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jennie & Ryan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Nick & Sam",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jennie & Richie",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Ashley & Cody",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Cody & Rachel M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Carly & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Emma & Ryan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Emma & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Cody & Jennie",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Austin & Ian",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jack M & Richie",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jennie & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Dan & Emma",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Ian & Jennie",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Cody & Emma",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jack C & Josh",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Ashley & Sam",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Nick",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jack C & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Cody & Dan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Cody & Jack M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Ryan",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Steve",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jack C & Jack M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Jack M",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Rachel M & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Carly & Jack C",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Rachel F & Sam",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Ashley & Brittany",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Emma",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Ian",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Sam & Tyler",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Emma & Nick",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Brittany & Jack C",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",145,"Jack C & Nick",2,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brian & Dan",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brian & Josh",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ashley & Luke",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Becca & Nick",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brian & Michael",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brian & Richie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Becca & Ryan",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Becca & Richie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Austin & Becca",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Allie & Becca",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Allie & Rachel M",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Carly & Luke",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ashley & Tyler",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ashley & Jennie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Dan & Jennie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Carly & Ian",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ian & Rachel F",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Emma & Jennie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Jennie & Michael",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Allie & Jennie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Carly & Jennie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Jennie & Rachel F",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Allie & Sam",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Jennie & Josh",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Carly & Sam",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Michael & Sam",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brittany & Josh",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Brittany & Rachel M",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ashley & Jack C",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Carly & Richie",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Emma & Ian",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Dan & Sam",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Cody & Ian",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Cody & Ryan",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Ian & Michael",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Jack C & Rachel F",1,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",201,"Cody & Steve",1,,false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Dan & Michael",0,"30 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Emma & Josh",0,"18 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Austin & Jack C",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Brittany & Dan",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Brittany & Michael",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Brittany & Sam",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Cody & Jack C",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Emma & Jack C",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",1,"Jack C & Rachel M",0,"12 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",10,"Ashley & Tyler",1,"24 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",10,"Carly & Ian",1,"18 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",10,"Carly & Sam",1,"18 chances",false
"Least Played Matchups (Active Players Only - Max 1 Game)","Rivalries","Cross Season",10,"Cody & Ian",1,"18 chances",false
